ENTREZID	SYMBOL	ENSEMBL	GENENAME
64839	FBXL17	ENSG00000145743	F-box and leucine rich repeat protein 17
100652853	LINC01023	NA	long intergenic non-protein coding RNA 1023
2241	FER	ENSG00000151422	FER tyrosine kinase
9867	PJA2	ENSG00000198961	praja ring finger ubiquitin ligase 2
4124	MAN2A1	ENSG00000112893	mannosidase alpha class 2A member 1
100289673	LINC01848	NA	long intergenic non-protein coding RNA 1848
642987	TMEM232	ENSG00000186952	transmembrane protein 232
100302159	MIR548F3	ENSG00000221436	microRNA 548f-3
91137	SLC25A46	ENSG00000164209	solute carrier family 25 member 46
85480	TSLP	ENSG00000145777	thymic stromal lymphopoietin
134430	WDR36	ENSG00000134987	WD repeat domain 36
814	CAMK4	ENSG00000152495	calcium/calmodulin dependent protein kinase IV
134429	STARD4	ENSG00000164211	StAR related lipid transfer domain containing 4
100505678	STARD4-AS1	ENSG00000246859	STARD4 antisense RNA 1
9315	NREP	ENSG00000134986	neuronal regeneration related protein
100873948	NREP-AS1	ENSG00000250095	NREP antisense RNA 1
64097	EPB41L4A	ENSG00000129595	erythrocyte membrane protein band 4.1 like 4A
114915	EPB41L4A-AS1	NA	EPB41L4A antisense RNA 1
654322	SNORA13	ENSG00000238363	small nucleolar RNA, H/ACA box 13
101927023	LOC101927023	ENSG00000251076	uncharacterized LOC101927023
54508	EPB41L4A-DT	ENSG00000278921	EPB41L4A divergent transcript
102467214	LINC02200	ENSG00000250358	long intergenic non-protein coding RNA 2200
102467216	LOC102467216	NA	uncharacterized LOC102467216
324	APC	ENSG00000134982	APC regulator of WNT signaling pathway
6728	SRP19	ENSG00000153037	signal recognition particle 19
7905	REEP5	ENSG00000129625	receptor accessory protein 5
167227	DCP2	ENSG00000172795	decapping mRNA 2
4163	MCC	ENSG00000171444	MCC regulator of WNT signaling pathway
83942	TSSK1B	ENSG00000212122	testis specific serine kinase 1B
64848	YTHDC2	ENSG00000047188	YTH N6-methyladenosine RNA binding protein C2
3781	KCNN2	ENSG00000080709	potassium calcium-activated channel subfamily N member 2
101927078	LOC101927078	NA	uncharacterized LOC101927078
101927059	LINC01957	ENSG00000251542	long intergenic non-protein coding RNA 1957
55521	TRIM36	ENSG00000152503	tripartite motif containing 36
5229	PGGT1B	ENSG00000164219	protein geranylgeranyltransferase type I subunit beta
153733	CCDC112	ENSG00000164221	coiled-coil domain containing 112
56929	FEM1C	ENSG00000145780	fem-1 homolog C
100302736	TMED7-TICAM2	ENSG00000251201	TMED7-TICAM2 readthrough
353376	TICAM2	ENSG00000243414	TIR domain containing adaptor molecule 2
101927100	TICAM2-AS1	NA	TICAM2 antisense RNA 1
51014	TMED7	ENSG00000134970	transmembrane p24 trafficking protein 7
102467217	LOC102467217	NA	uncharacterized LOC102467217
1036	CDO1	ENSG00000129596	cysteine dioxygenase type 1
9140	ATG12	ENSG00000145782	autophagy related 12
1176	AP3S1	ENSG00000177879	adaptor related protein complex 3 subunit sigma 1
206338	LVRN	ENSG00000172901	laeverin
644100	ARL14EPL	ENSG00000268223	ADP ribosylation factor like GTPase 14 effector protein like
51397	COMMD10	ENSG00000145781	COMM domain containing 10
101927190	LOC101927190	NA	uncharacterized LOC101927190
57556	SEMA6A	ENSG00000092421	semaphorin 6A
101927233	SEMA6A-AS1	ENSG00000248445	SEMA6A antisense RNA 1
102467223	LINC02214	NA	long intergenic non-protein coding RNA 2214
728342	LINC00992	NA	long intergenic non-protein coding RNA 992
102467224	LINC02147	NA	long intergenic non-protein coding RNA 2147
100505811	LINC02148	ENSG00000250427	long intergenic non-protein coding RNA 2148
101927280	LINC02208	NA	long intergenic non-protein coding RNA 2208
102467225	LINC02215	ENSG00000249128	long intergenic non-protein coding RNA 2215
285605	DTWD2	ENSG00000169570	DTW domain containing 2
100422885	MIR1244-2	ENSG00000283498	microRNA 1244-2
1657	DMXL1	ENSG00000172869	Dmx like 1
100847085	MIR5706	ENSG00000264536	microRNA 5706
25816	TNFAIP8	ENSG00000145779	TNF alpha induced protein 8
3295	HSD17B4	ENSG00000133835	hydroxysteroid 17-beta dehydrogenase 4
340069	FAM170A	ENSG00000164334	family with sequence similarity 170 member A
51334	PRR16	ENSG00000184838	proline rich 16
102467226	LOC102467226	NA	uncharacterized LOC102467226
94033	FTMT	ENSG00000181867	ferritin mitochondrial
153443	SRFBP1	ENSG00000151304	serum response factor binding protein 1
4015	LOX	ENSG00000113083	lysyl oxidase
133923	ZNF474	ENSG00000164185	zinc finger protein 474
100505841	ZNF475	ENSG00000250803	zinc finger protein 475
9627	SNCAIP	ENSG00000064692	synuclein alpha interacting protein
153163	MGC32805	ENSG00000250328	uncharacterized LOC153163
101927379	LINC02201	ENSG00000251538	long intergenic non-protein coding RNA 2201
6643	SNX2	ENSG00000205302	sorting nexin 2
28966	SNX24	ENSG00000064652	sorting nexin 24
5480	PPIC	ENSG00000168938	peptidylprolyl isomerase C
93166	PRDM6	ENSG00000061455	PR/SET domain 6
153241	CEP120	ENSG00000168944	centrosomal protein 120
1456	CSNK1G3	ENSG00000151292	casein kinase 1 gamma 3
103724389	LINC01170	NA	long intergenic non-protein coding RNA 1170
57507	ZNF608	ENSG00000168916	zinc finger protein 608
101927421	LOC101927421	NA	uncharacterized LOC101927421
101927460	LINC02240	ENSG00000260192	long intergenic non-protein coding RNA 2240
102546228	LINC02039	ENSG00000248107	long intergenic non-protein coding RNA 2039
101927488	LOC101927488	NA	uncharacterized LOC101927488
65983	GRAMD2B	ENSG00000155324	GRAM domain containing 2B
501	ALDH7A1	ENSG00000164904	aldehyde dehydrogenase 7 family member A1
51808	PHAX	ENSG00000164902	phosphorylated adaptor for RNA export
389320	SPMIP10	ENSG00000196900	sperm microtubule inner protein 10
4001	LMNB1	ENSG00000113368	lamin B1
115123	MARCHF3	ENSG00000173926	membrane associated ring-CH-type finger 3
401207	C5orf63	ENSG00000164241	chromosome 5 open reading frame 63
105379198	LOC105379198	NA	uncharacterized LOC105379198
84466	MEGF10	ENSG00000145794	multiple EGF like domains 10
105379199	LOC105379199	ENSG00000286615	uncharacterized LOC105379199
133619	PRRC1	ENSG00000164244	proline rich coiled-coil 1
613212	CTXN3	ENSG00000205279	cortexin 3
644873	SLC12A2-DT	ENSG00000245937	SLC12A2 divergent transcript
6558	SLC12A2	ENSG00000064651	solute carrier family 12 member 2
2201	FBN2	ENSG00000138829	fibrillin 2
28965	SLC27A6	ENSG00000113396	solute carrier family 27 member 6
51015	ISOC1	ENSG00000066583	isochorismatase domain containing 1
100616175	MIR4633	ENSG00000264563	microRNA 4633
100616325	MIR4460	ENSG00000265691	microRNA 4460
103689846	ADAMTS19-AS1	ENSG00000249421	ADAMTS19 antisense RNA 1
171019	ADAMTS19	ENSG00000145808	ADAM metallopeptidase with thrombospondin type 1 motif 19
100127206	MINAR2	ENSG00000186367	membrane integral NOTCH2 associated receptor 2
337876	CHSY3	ENSG00000198108	chondroitin sulfate synthase 3
3094	HINT1	ENSG00000169567	histidine triad nucleotide binding protein 1
90624	LYRM7	ENSG00000186687	LYR motif containing 7
56990	CDC42SE2	ENSG00000158985	CDC42 small effector 2
51735	RAPGEF6	ENSG00000158987	Rap guanine nucleotide exchange factor 6
96459	FNIP1	ENSG00000217128	folliculin interacting protein 1
728637	MEIKIN	ENSG00000239642	meiotic kinetochore factor
23305	ACSL6	ENSG00000164398	acyl-CoA synthetase long chain family member 6
3562	IL3	ENSG00000164399	interleukin 3
1437	CSF2	ENSG00000164400	colony stimulating factor 2
100861518	P4HA2-AS1	ENSG00000237714	P4HA2 antisense RNA 1
8974	P4HA2	ENSG00000072682	prolyl 4-hydroxylase subunit alpha 2
102465498	MIR6830	ENSG00000283678	microRNA 6830
8572	PDLIM4	ENSG00000131435	PDZ and LIM domain 4
6583	SLC22A4	ENSG00000197208	solute carrier family 22 member 4
553103	MIR3936HG	ENSG00000233006	MIR3936 host gene
100500865	MIR3936	ENSG00000263597	microRNA 3936
6584	SLC22A5	ENSG00000197375	solute carrier family 22 member 5
441108	IRF1-AS1	NA	IRF1 antisense RNA 1
3659	IRF1	ENSG00000125347	interferon regulatory factor 1
105379200	NA	NA	NA
3567	IL5	ENSG00000113525	interleukin 5
10111	RAD50	ENSG00000113522	RAD50 double strand break repair protein
101927761	TH2LCRR	ENSG00000223442	T helper type 2 locus control region associated RNA
3596	IL13	ENSG00000169194	interleukin 13
3565	IL4	ENSG00000113520	interleukin 4
11127	KIF3A	ENSG00000131437	kinesin family member 3A
645121	CCNI2	ENSG00000205089	cyclin I family member 2
23176	SEPTIN8	ENSG00000164402	septin 8
134548	SOWAHA	ENSG00000198944	sosondowah ankyrin repeat domain family member A
134549	SHROOM1	ENSG00000164403	shroom family member 1
2661	GDF9	ENSG00000164404	growth differentiation factor 9
27089	UQCRQ	ENSG00000164405	ubiquinol-cytochrome c reductase complex III subunit VII
116842	LEAP2	ENSG00000164406	liver enriched antimicrobial peptide 2
27125	AFF4	ENSG00000072364	ALF transcription elongation factor 4
105379177	NA	NA	NA
54819	ZCCHC10	ENSG00000155329	zinc finger CCHC-type containing 10
3308	HSPA4	ENSG00000170606	heat shock protein family A (Hsp70) member 4
23105	FSTL4	ENSG00000053108	follistatin like 4
100302134	MIR1289-2	ENSG00000221287	microRNA 1289-2
56951	C5orf15	ENSG00000113583	chromosome 5 open reading frame 15
7416	VDAC1	ENSG00000213585	voltage dependent anion channel 1
101060024	NA	NA	NA
6932	TCF7	ENSG00000081059	transcription factor 7
6500	SKP1	ENSG00000113558	S-phase kinase associated protein 1
5515	PPP2CA	ENSG00000113575	protein phosphatase 2 catalytic subunit alpha
100500905	MIR3661	ENSG00000266751	microRNA 3661
51265	CDKL3	ENSG00000006837	cyclin dependent kinase like 3
7320	UBE2B	ENSG00000119048	ubiquitin conjugating enzyme E2 B
91368	CDKN2AIPNL	ENSG00000237190	CDKN2A interacting protein N-terminal like
102546229	LINC02999	ENSG00000250564	long intergenic non-protein coding RNA 2999
101927934	LINC01843	ENSG00000251169	long intergenic non-protein coding RNA 1843
23338	JADE2	ENSG00000043143	jade family PHD finger 2
51128	SAR1B	ENSG00000152700	secretion associated Ras related GTPase 1B
10802	SEC24A	ENSG00000113615	SEC24 homolog A, COPII coat complex component
819	CAMLG	ENSG00000164615	calcium modulating ligand
9879	DDX46	ENSG00000145833	DEAD-box helicase 46
134553	C5orf24	ENSG00000181904	chromosome 5 open reading frame 24
79770	TXNDC15	ENSG00000113621	thioredoxin domain containing 15
84105	PCBD2	ENSG00000132570	pterin-4 alpha-carbinolamine dehydratase 2
100616209	NA	NA	NA
347732	CATSPER3	ENSG00000152705	cation channel sperm associated 3
5307	PITX1	ENSG00000069011	paired like homeodomain 1
100996485	PITX1-AS1	ENSG00000224186	PITX1 antisense RNA 1
101927953	EPIST	ENSG00000249082	esophagus epithelial intergenic associated transcript
340073	LINC02900	ENSG00000249647	long intergenic non-protein coding RNA 2900
9555	MACROH2A1	ENSG00000113648	macroH2A.1 histone
140947	DCANP1	ENSG00000251380	dendritic cell associated nuclear protein 1
497189	TIFAB	ENSG00000255833	TIFA inhibitor
4762	NEUROG1	ENSG00000181965	neurogenin 1
9547	CXCL14	ENSG00000145824	C-X-C motif chemokine ligand 14
340074	SLC25A48-AS1	ENSG00000251045	SLC25A48 antisense RNA 1
100847082	MIR5692C1	ENSG00000265924	microRNA 5692c-1
153328	SLC25A48	ENSG00000145832	solute carrier family 25 member 48
3578	IL9	ENSG00000145839	interleukin 9
26223	FBXL21P	NA	F-box and leucine rich repeat protein 21, pseudogene
3950	LECT2	ENSG00000145826	leukocyte cell derived chemotaxin 2
7045	TGFBI	ENSG00000120708	transforming growth factor beta induced
100126299	VTRNA2-1	ENSG00000278815	vault RNA 2-1
9597	SMAD5-AS1	ENSG00000164621	SMAD5 antisense RNA 1
4090	SMAD5	ENSG00000113658	SMAD family member 5
389332	SMIM32	ENSG00000271824	small integral membrane protein 32
57113	TRPC7	ENSG00000069018	transient receptor potential cation channel subfamily C member 7
6695	SPOCK1	ENSG00000152377	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1
26249	KLHL3	ENSG00000146021	kelch like family member 3
100126343	MIR874	ENSG00000216009	microRNA 874
10949	HNRNPA0	ENSG00000177733	heterogeneous nuclear ribonucleoprotein A0
4888	NPY6R	ENSG00000226306	neuropeptide Y receptor Y6 (pseudogene)
9499	MYOT	ENSG00000120729	myotilin
27039	PKD2L2	ENSG00000078795	polycystin 2 like 2, transient receptor potential cation channel
51306	FAM13B	ENSG00000031003	family with sequence similarity 13 member B
7478	WNT8A	ENSG00000061492	Wnt family member 8A
8382	NME5	ENSG00000112981	NME/NM23 family member 5
10902	BRD8	ENSG00000112983	bromodomain containing 8
10112	KIF20A	ENSG00000112984	kinesin family member 20A
8697	CDC23	ENSG00000094880	cell division cycle 23
2676	GFRA3	ENSG00000146013	GDNF family receptor alpha 3
995	CDC25C	ENSG00000158402	cell division cycle 25C
51307	FAM53C	ENSG00000120709	family with sequence similarity 53 member C
51780	KDM3B	ENSG00000120733	lysine demethylase 3B
51308	REEP2	ENSG00000132563	receptor accessory protein 2
1958	EGR1	ENSG00000120738	early growth response 1
2107	ETF1	ENSG00000120705	eukaryotic translation termination factor 1
3313	HSPA9	ENSG00000113013	heat shock protein family A (Hsp70) member 9
26785	SNORD63	ENSG00000206989	small nucleolar RNA, C/D box 63
105379194	CTNNA1-AS1	ENSG00000253404	CTNNA1 antisense RNA 1
1495	CTNNA1	ENSG00000044115	catenin alpha 1
26045	LRRTM2	ENSG00000146006	leucine rich repeat transmembrane neuronal 2
64374	SIL1	ENSG00000120725	SIL1 nucleotide exchange factor
724102	SNHG4	ENSG00000281398	small nucleolar RNA host gene 4
9782	MATR3	ENSG00000015479	matrin 3
9782	MATR3	ENSG00000280987	matrin 3
26821	SNORA74A	ENSG00000200959	small nucleolar RNA, H/ACA box 74A
51247	PAIP2	ENSG00000120727	poly(A) binding protein interacting protein 2
9963	SLC23A1	ENSG00000170482	solute carrier family 23 member 1
51237	MZB1	ENSG00000170476	marginal zone B and B1 cell specific protein
389333	PROB1	ENSG00000228672	proline rich basic protein 1
202051	SPATA24	ENSG00000170469	spermatogenesis associated 24
202052	DNAJC18	ENSG00000170464	DnaJ heat shock protein family (Hsp40) member C18
641700	ECSCR	ENSG00000249751	endothelial cell surface expressed chemotaxis and apoptosis regulator
641700	ECSCR	ENSG00000288297	endothelial cell surface expressed chemotaxis and apoptosis regulator
340061	STING1	ENSG00000184584	stimulator of interferon response cGAMP interactor 1
340061	STING1	ENSG00000288243	stimulator of interferon response cGAMP interactor 1
7322	UBE2D2	ENSG00000131508	ubiquitin conjugating enzyme E2 D2
51523	CXXC5	ENSG00000171604	CXXC finger protein 5
84249	PSD2	ENSG00000146005	pleckstrin and Sec7 domain containing 2
101929696	PSD2-AS1	NA	PSD2 antisense RNA 1
9542	NRG2	ENSG00000158458	neuregulin 2
100505636	MALINC1	NA	mitosis associated long intergenic non-coding RNA 1
5813	PURA	ENSG00000185129	purine rich element binding protein A
492311	IGIP	ENSG00000182700	IgA inducing protein
101929719	LOC101929719	ENSG00000254363	uncharacterized LOC101929719
84418	CYSTM1	ENSG00000120306	cysteine rich transmembrane module containing 1
5201	PFDN1	ENSG00000113068	prefoldin subunit 1
1839	HBEGF	ENSG00000113070	heparin binding EGF like growth factor
83697	SLC4A9	ENSG00000113073	solute carrier family 4 member 9
404734	ANKHD1-EIF4EBP3	ENSG00000254996	ANKHD1-EIF4EBP3 readthrough
54882	ANKHD1	ENSG00000131503	ankyrin repeat and KH domain containing 1
8637	EIF4EBP3	ENSG00000243056	eukaryotic translation initiation factor 4E binding protein 3
10011	SRA1	ENSG00000213523	steroid receptor RNA activator 1
10307	APBB3	ENSG00000113108	amyloid beta precursor protein binding family B member 3
102465499	MIR6831	ENSG00000283717	microRNA 6831
113829	SLC35A4	ENSG00000176087	solute carrier family 35 member A4
55374	TMCO6	ENSG00000113119	transmembrane and coiled-coil domains 6
929	CD14	ENSG00000170458	CD14 molecule
4695	NDUFA2	ENSG00000131495	NADH:ubiquinone oxidoreductase subunit A2
3550	IK	ENSG00000113141	IK cytokine
100500820	MIR3655	ENSG00000284325	microRNA 3655
54853	WDR55	ENSG00000120314	WD repeat domain 55
373863	DND1	ENSG00000256453	DND microRNA-mediated repression inhibitor 1
3035	HARS1	ENSG00000170445	histidyl-tRNA synthetase 1
23438	HARS2	ENSG00000112855	histidyl-tRNA synthetase 2, mitochondrial
153527	ZMAT2	ENSG00000146007	zinc finger matrin-type 2
56664	VTRNA1-1	ENSG00000199990	vault RNA 1-1
56663	VTRNA1-2	ENSG00000202111	vault RNA 1-2
56662	VTRNA1-3	ENSG00000202515	vault RNA 1-3
56147	PCDHA1	ENSG00000204970	protocadherin alpha 1
56147	PCDHA1	ENSG00000291649	protocadherin alpha 1
56146	PCDHA2	ENSG00000204969	protocadherin alpha 2
56146	PCDHA2	ENSG00000291650	protocadherin alpha 2
56145	PCDHA3	ENSG00000255408	protocadherin alpha 3
56145	PCDHA3	ENSG00000291651	protocadherin alpha 3
56144	PCDHA4	ENSG00000204967	protocadherin alpha 4
56144	PCDHA4	ENSG00000291652	protocadherin alpha 4
56143	PCDHA5	ENSG00000204965	protocadherin alpha 5
56143	PCDHA5	ENSG00000291653	protocadherin alpha 5
56142	PCDHA6	ENSG00000081842	protocadherin alpha 6
56142	PCDHA6	ENSG00000291654	protocadherin alpha 6
56141	PCDHA7	ENSG00000204963	protocadherin alpha 7
56141	PCDHA7	ENSG00000291655	protocadherin alpha 7
56140	PCDHA8	ENSG00000204962	protocadherin alpha 8
56140	PCDHA8	ENSG00000291656	protocadherin alpha 8
9752	PCDHA9	ENSG00000204961	protocadherin alpha 9
9752	PCDHA9	ENSG00000291657	protocadherin alpha 9
56139	PCDHA10	ENSG00000250120	protocadherin alpha 10
56139	PCDHA10	ENSG00000291659	protocadherin alpha 10
56138	PCDHA11	ENSG00000249158	protocadherin alpha 11
56138	PCDHA11	ENSG00000291662	protocadherin alpha 11
56137	PCDHA12	ENSG00000251664	protocadherin alpha 12
56137	PCDHA12	ENSG00000291663	protocadherin alpha 12
56136	PCDHA13	ENSG00000239389	protocadherin alpha 13
56136	PCDHA13	ENSG00000291666	protocadherin alpha 13
56135	PCDHAC1	ENSG00000248383	protocadherin alpha subfamily C, 1
56135	PCDHAC1	ENSG00000291670	protocadherin alpha subfamily C, 1
56134	PCDHAC2	ENSG00000243232	protocadherin alpha subfamily C, 2
56134	PCDHAC2	ENSG00000291668	protocadherin alpha subfamily C, 2
56119	PCDHACT	NA	protocadherin alpha constant
101926905	PCDHB1-AS1	NA	PCDHB1 antisense RNA 1
29930	PCDHB1	ENSG00000171815	protocadherin beta 1
29930	PCDHB1	ENSG00000291669	protocadherin beta 1
56133	PCDHB2	ENSG00000112852	protocadherin beta 2
56133	PCDHB2	ENSG00000291672	protocadherin beta 2
56132	PCDHB3	ENSG00000113205	protocadherin beta 3
56132	PCDHB3	ENSG00000291674	protocadherin beta 3
56131	PCDHB4	ENSG00000081818	protocadherin beta 4
56131	PCDHB4	ENSG00000291676	protocadherin beta 4
26167	PCDHB5	ENSG00000113209	protocadherin beta 5
26167	PCDHB5	ENSG00000291677	protocadherin beta 5
56130	PCDHB6	ENSG00000113211	protocadherin beta 6
56130	PCDHB6	ENSG00000291679	protocadherin beta 6
54661	PCDHB17P	ENSG00000255622	protocadherin beta 17 pseudogene
56129	PCDHB7	ENSG00000113212	protocadherin beta 7
56129	PCDHB7	ENSG00000291681	protocadherin beta 7
56128	PCDHB8	ENSG00000120322	protocadherin beta 8
56128	PCDHB8	ENSG00000291682	protocadherin beta 8
57717	PCDHB16	ENSG00000272674	protocadherin beta 16
57717	PCDHB16	ENSG00000291684	protocadherin beta 16
56127	PCDHB9	ENSG00000177839	protocadherin beta 9
56127	PCDHB9	ENSG00000291687	protocadherin beta 9
56126	PCDHB10	ENSG00000120324	protocadherin beta 10
56126	PCDHB10	ENSG00000291689	protocadherin beta 10
56125	PCDHB11	ENSG00000197479	protocadherin beta 11
56125	PCDHB11	ENSG00000291690	protocadherin beta 11
56124	PCDHB12	ENSG00000120328	protocadherin beta 12
56124	PCDHB12	ENSG00000291691	protocadherin beta 12
56123	PCDHB13	ENSG00000187372	protocadherin beta 13
56123	PCDHB13	ENSG00000291692	protocadherin beta 13
56122	PCDHB14	ENSG00000120327	protocadherin beta 14
56122	PCDHB14	ENSG00000291693	protocadherin beta 14
54660	PCDHB18P	ENSG00000290894	protocadherin beta 18 pseudogene
54660	PCDHB18P	ENSG00000291704	protocadherin beta 18 pseudogene
84054	PCDHB19P	NA	protocadherin beta 19 pseudogene
56121	PCDHB15	ENSG00000113248	protocadherin beta 15
56121	PCDHB15	ENSG00000291695	protocadherin beta 15
83884	SLC25A2	ENSG00000120329	solute carrier family 25 member 2
6879	TAF7	ENSG00000178913	TATA-box binding protein associated factor 7
56114	PCDHGA1	ENSG00000204956	protocadherin gamma subfamily A, 1
56113	PCDHGA2	ENSG00000081853	protocadherin gamma subfamily A, 2
56112	PCDHGA3	ENSG00000254245	protocadherin gamma subfamily A, 3
56104	PCDHGB1	ENSG00000254221	protocadherin gamma subfamily B, 1
56111	PCDHGA4	ENSG00000262576	protocadherin gamma subfamily A, 4
56103	PCDHGB2	ENSG00000253910	protocadherin gamma subfamily B, 2
56110	PCDHGA5	ENSG00000253485	protocadherin gamma subfamily A, 5
56102	PCDHGB3	ENSG00000262209	protocadherin gamma subfamily B, 3
56109	PCDHGA6	ENSG00000253731	protocadherin gamma subfamily A, 6
56108	PCDHGA7	ENSG00000253537	protocadherin gamma subfamily A, 7
8641	PCDHGB4	ENSG00000253953	protocadherin gamma subfamily B, 4
9708	PCDHGA8	ENSG00000253767	protocadherin gamma subfamily A, 8
56101	PCDHGB5	ENSG00000276547	protocadherin gamma subfamily B, 5
56107	PCDHGA9	ENSG00000261934	protocadherin gamma subfamily A, 9
56100	PCDHGB6	ENSG00000253305	protocadherin gamma subfamily B, 6
56106	PCDHGA10	ENSG00000253846	protocadherin gamma subfamily A, 10
56099	PCDHGB7	ENSG00000254122	protocadherin gamma subfamily B, 7
56105	PCDHGA11	ENSG00000253873	protocadherin gamma subfamily A, 11
56120	PCDHGB8P	ENSG00000248449	protocadherin gamma subfamily B, 8 pseudogene
26025	PCDHGA12	ENSG00000253159	protocadherin gamma subfamily A, 12
5098	PCDHGC3	ENSG00000240184	protocadherin gamma subfamily C, 3
56098	PCDHGC4	ENSG00000242419	protocadherin gamma subfamily C, 4
56097	PCDHGC5	ENSG00000240764	protocadherin gamma subfamily C, 5
1729	DIAPH1	ENSG00000131504	diaphanous related formin 1
100505658	DIAPH1-AS1	ENSG00000246422	DIAPH1 antisense RNA 1
8841	HDAC3	ENSG00000171720	histone deacetylase 3
285613	RELL2	ENSG00000164620	RELT like 2
89848	FCHSD1	ENSG00000197948	FCH and double SH3 domains 1
64411	ARAP3	ENSG00000120318	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3
5097	PCDH1	ENSG00000156453	protocadherin 1
729080	LOC729080	NA	glycine cleavage system protein H (aminomethyl carrier) pseudogene
9812	DELE1	ENSG00000081791	DAP3 binding cell death enhancer 1
51294	PCDH12	ENSG00000113555	protocadherin 12
9604	RNF14	ENSG00000013561	ring finger protein 14
10007	GNPDA1	ENSG00000113552	glucosamine-6-phosphate deaminase 1
80762	NDFIP1	ENSG00000131507	Nedd4 family interacting protein 1
81848	SPRY4	ENSG00000187678	sprouty RTK signaling antagonist 4
101926941	SPRY4-AS1	ENSG00000231185	SPRY4 antisense RNA 1
2246	FGF1	ENSG00000113578	fibroblast growth factor 1
101926975	LINC01844	ENSG00000236714	long intergenic non-protein coding RNA 1844
23092	ARHGAP26	ENSG00000145819	Rho GTPase activating protein 26
100874239	ARHGAP26-AS1	ENSG00000226272	ARHGAP26 antisense RNA 1
100874372	ARHGAP26-IT1	ENSG00000230789	ARHGAP26 intronic transcript 1
2908	NR3C1	ENSG00000113580	nuclear receptor subfamily 3 group C member 1
100846991	MIR5197	ENSG00000266478	microRNA 5197
57824	HMHB1	ENSG00000158497	histocompatibility minor HB-1
81555	YIPF5	ENSG00000145817	Yip1 domain family member 5
57528	KCTD16	ENSG00000183775	potassium channel tetramerization domain containing 16
153768	PRELID2	ENSG00000186314	PRELI domain containing 2
643226	GRXCR2	ENSG00000204928	glutaredoxin and cysteine rich domain containing 2
153769	SH3RF2	ENSG00000156463	SH3 domain containing ring finger 2
153770	PLAC8L1	ENSG00000173261	PLAC8 like 1
51520	LARS1	ENSG00000133706	leucyl-tRNA synthetase 1
54439	RBM27	ENSG00000091009	RNA binding motif protein 27
5459	POU4F3	ENSG00000091010	POU class 4 homeobox 3
10915	TCERG1	ENSG00000113649	transcription elongation regulator 1
134391	GPR151	ENSG00000173250	G protein-coupled receptor 151
5521	PPP2R2B	ENSG00000156475	protein phosphatase 2 regulatory subunit Bbeta
100874361	PPP2R2B-IT1	ENSG00000249553	PPP2R2B intronic transcript 1
202374	STK32A	ENSG00000169302	serine/threonine kinase 32A
1809	DPYSL3	ENSG00000113657	dihydropyrimidinase like 3
153469	JAKMIP2-AS1	ENSG00000280780	JAKMIP2 antisense RNA 1
9832	JAKMIP2	ENSG00000176049	janus kinase and microtubule interacting protein 2
6690	SPINK1	ENSG00000164266	serine peptidase inhibitor Kazal type 1
117156	SCGB3A2	ENSG00000164265	secretoglobin family 3A member 2
389336	C5orf46	ENSG00000178776	chromosome 5 open reading frame 46
11005	SPINK5	ENSG00000133710	serine peptidase inhibitor Kazal type 5
408187	SPINK14	ENSG00000196800	serine peptidase inhibitor Kazal type 14 (putative)
404203	SPINK6	ENSG00000178172	serine peptidase inhibitor Kazal type 6
105378220	MARCOL	ENSG00000248109	MARCO like
102546294	FBXO38-DT	ENSG00000247199	FBXO38 divergent transcript
153218	SPINK13	ENSG00000214510	serine peptidase inhibitor Kazal type 13
84651	SPINK7	ENSG00000145879	serine peptidase inhibitor Kazal type 7
643394	SPINK9	ENSG00000204909	serine peptidase inhibitor Kazal type 9
81545	FBXO38	ENSG00000145868	F-box protein 38
3360	HTR4	ENSG00000164270	5-hydroxytryptamine receptor 4
154	ADRB2	ENSG00000169252	adrenoceptor beta 2
79628	SH3TC2	ENSG00000169247	SH3 domain and tetratricopeptide repeats 2
693169	MIR584	ENSG00000207714	microRNA 584
255187	SH3TC2-DT	ENSG00000250072	SH3TC2 divergent transcript
22885	ABLIM3	ENSG00000173210	actin binding LIM protein family member 3
134265	AFAP1L1	ENSG00000157510	actin filament associated protein 1 like 1
134266	GRPEL2	ENSG00000164284	GrpE like 2, mitochondrial
78991	PCYOX1L	ENSG00000145882	prenylcysteine oxidase 1 like
27190	IL17B	ENSG00000127743	interleukin 17B
728264	CARMN	NA	cardiac mesoderm enhancer-associated non-coding RNA
406935	MIR143	ENSG00000284182	microRNA 143
406937	MIR145	ENSG00000276365	microRNA 145
1452	CSNK1A1	ENSG00000113712	casein kinase 1 alpha 1
389337	ARHGEF37	ENSG00000183111	Rho guanine nucleotide exchange factor 37
133522	PPARGC1B	ENSG00000155846	PPARG coactivator 1 beta
494327	MIR378A	ENSG00000199047	microRNA 378a
5145	PDE6A	ENSG00000132915	phosphodiesterase 6A
644762	MFFP2	NA	MFF pseudogene 2
1836	SLC26A2	ENSG00000155850	solute carrier family 26 member 2
81789	TIGD6	ENSG00000164296	tigger transposable element derived 6
22993	HMGXB3	ENSG00000113716	HMG-box containing 3
1436	CSF1R	ENSG00000182578	colony stimulating factor 1 receptor
5159	PDGFRB	ENSG00000113721	platelet derived growth factor receptor beta
1044	CDX1	ENSG00000113722	caudal type homeobox 1
6534	SLC6A7	ENSG00000011083	solute carrier family 6 member 7
